,BUILDING_BP 트래인스킬 사용여부(0/1),BUILDING_BP1 길이옵셋,BUILDING_BP1 오픈/오버랩량 조정,BUILDING_BP2 길이옵셋,BUILDING_BP2 오픈/오버랩량 조정,BUILDING_Belt #1 - 길이,BUILDING_Belt #1 - 폭 ,BUILDING_Belt #2 - 길이,BUILDING_Belt #2 - 폭 ,BUILDING_Belt Offset,BUILDING_Belt 각도,BUILDING_Carcass #1 - 폭 ,BUILDING_Carcass #2 - 폭 ,BUILDING_Inner - 폭 ,BUILDING_PA - 길이,BUILDING_PA - 폭 ,BUILDING_Splice Lap-BP1-우,BUILDING_Splice Lap-BP1-좌,BUILDING_Splice Lap-BP1-중,BUILDING_Splice Lap-BP2-우,BUILDING_Splice Lap-BP2-좌,BUILDING_Splice Lap-BP2-중,BUILDING_Splice Lap-PA-우,BUILDING_Splice Lap-PA-좌,BUILDING_Splice Lap-PA-중,BUILDING_Splice Lap-벨트1-우,BUILDING_Splice Lap-벨트1-좌,BUILDING_Splice Lap-벨트1-중,BUILDING_Splice Lap-벨트2-우,BUILDING_Splice Lap-벨트2-좌,BUILDING_Splice Lap-벨트2-중,BUILDING_Splice Lap-트래드-우,BUILDING_Splice Lap-트래드-좌,BUILDING_Splice Lap-트래드-중,BUILDING_T/D 스티칭 압력 - Setting - 폭,BUILDING_Tread 길이 - 세팅,BUILDING_Tread 길이 - 실측,BUILDING_Tread 폭 - 세팅,BUILDING_Tread 폭 - 실측,BUILDING_멀티롤압력센-BP1-Ch1,BUILDING_멀티롤압력센-BP1-Ch2-우,BUILDING_멀티롤압력센-BP1-Ch2-좌,BUILDING_멀티롤압력센-BP1-Ch3-우,BUILDING_멀티롤압력센-BP1-Ch3-좌,BUILDING_멀티롤압력센-BP1-Ch4-우,BUILDING_멀티롤압력센-BP1-Ch4-좌,BUILDING_멀티롤압력센-BP1-Ch5-우,BUILDING_멀티롤압력센-BP1-Ch5-좌,BUILDING_멀티롤압력센-BP1-Ch6-우,BUILDING_멀티롤압력센-BP1-Ch6-좌,BUILDING_멀티롤압력센-BP1-Ch7-우,BUILDING_멀티롤압력센-BP1-Ch7-좌,BUILDING_멀티롤압력센-BP2-Ch1,BUILDING_멀티롤압력센-BP2-Ch2-우,BUILDING_멀티롤압력센-BP2-Ch2-좌,BUILDING_멀티롤압력센-BP2-Ch3-우,BUILDING_멀티롤압력센-BP2-Ch3-좌,BUILDING_멀티롤압력센-BP2-Ch4-우,BUILDING_멀티롤압력센-BP2-Ch4-좌,BUILDING_멀티롤압력센-BP2-Ch5-우,BUILDING_멀티롤압력센-BP2-Ch5-좌,BUILDING_벨트1 후단팁 위치,BUILDING_벨트2 후단팁 위치,BUILDING_재료길이-BP1 App CV,BUILDING_재료길이-BP1 FrontCV,BUILDING_재료길이-BP1 Mid CV,BUILDING_재료길이-BP1 Mid_사행-선단,BUILDING_재료길이-BP1 Mid_사행-후단,BUILDING_재료길이-BP1 Mid_우 CV,BUILDING_재료길이-BP1 컷팅 CV,BUILDING_재료길이-BP2 App CV,BUILDING_재료길이-BP2 FrontCV,BUILDING_재료길이-BP2 Mid CV,BUILDING_재료길이-BP2 Mid_사행-선단,BUILDING_재료길이-BP2 Mid_사행-후단,BUILDING_재료길이-BP2 Mid_사행파람,BUILDING_재료길이-BP2 Mid_우 CV,BUILDING_재료길이-BP2 컷팅 CV,BUILDING_재료길이-PA App CV,BUILDING_재료길이-PA 컷팅 CV,BUILDING_재료옵셋-BP1,BUILDING_재료옵셋-BP2,BUILDING_재료옵셋-PA,BUILDING_측정번호-BP1,BUILDING_측정번호-BP2,BUILDING_측정번호-PA,BUILDING_트래드 후단팁 위치,Weight_LWM_STD_WGT,Weight_MRM_WGT,Weight_STD_WGT,Weight_UPM_STD_WGT
106826,0.0,100.0,100.0,0.0,100.0,1941.58,210.65,1962.07,198.75,-2.5,27.0,621.46,441.97,404.4,1403.0,593.0,5.0,5.9,5.4,0.0,0.0,0.0,4.9,3.6,5.7,7.6,4.4,3.9,0.0,1.2,0.4,2.2,9.3,10.7,220.0,1975.0,1982.23,252.0,251.56,2.5,1.5,2.0,1.5,2.0,1.5,2.0,1.5,2.0,1.5,2.0,0.0,0.0,2.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,3.11,-2.27,1967.9,1936.7,1405.9,1.5,2.3,1405.3,1406.3,0.0,0.0,1411.7,0.0,0.0,0.0,1404.6,1410.3,672.0,1466.4,1415.0,0.0,1403.0,1727.0,0.0,1823.0,-6.36,10.469,10.79,10.737,11.005
106827,0.0,100.0,100.0,0.0,100.0,1941.58,210.65,1962.07,197.61,-2.5,27.0,621.63,441.97,404.91,1403.0,593.0,5.0,5.9,5.4,0.0,0.0,0.0,4.9,3.6,5.5,1.9,1.2,1.7,1.5,0.0,1.3,12.6,9.3,10.7,220.0,1975.0,1979.74,252.0,251.56,2.5,1.5,2.0,1.5,2.0,1.5,2.0,1.5,2.0,1.5,2.0,0.0,0.0,2.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,3.11,-2.22,2141.4,1936.7,1405.3,1.5,2.3,1405.9,1405.7,0.0,0.0,1411.7,0.0,0.0,0.0,1404.6,1410.3,695.7,1466.4,1415.0,0.0,1403.0,1728.0,0.0,1824.0,-6.56,10.469,10.84,10.737,11.005
106828,0.0,100.0,100.0,0.0,100.0,1939.82,210.33,1962.19,198.88,-2.5,27.0,621.63,441.97,405.42,1403.0,593.07,5.1,5.3,4.1,0.0,0.0,0.0,4.2,1.4,6.3,1.9,1.2,1.7,1.5,0.0,1.3,1.1,0.4,1.8,220.0,1975.0,1983.65,252.0,251.17,2.5,1.5,2.0,1.5,2.0,1.5,2.0,1.5,2.0,1.5,2.0,0.0,0.0,2.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,2.41,-2.28,2141.4,1936.7,1406.2,1.3,2.1,1405.9,1405.7,0.0,0.0,1411.7,0.0,0.0,0.0,1404.6,1410.3,695.7,1465.4,1415.0,0.0,1403.0,1729.0,0.0,1825.0,-6.56,10.469,10.83,10.737,11.005
106829,0.0,100.0,100.0,0.0,100.0,1945.4,210.88,1962.19,198.88,-2.5,27.0,621.63,441.97,405.93,1403.0,593.07,6.0,5.5,5.7,0.0,0.0,0.0,4.9,3.6,6.3,3.1,1.5,2.9,0.0,0.0,0.0,1.1,0.1,0.9,220.0,1975.0,1983.65,252.0,251.39,2.5,1.5,2.0,1.5,2.0,1.5,2.0,1.5,2.0,1.5,2.0,0.0,0.0,2.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,2.54,-2.32,2131.1,1936.7,1406.2,1.0,2.1,1405.5,1406.0,0.0,0.0,1411.7,0.0,0.0,0.0,1404.6,1410.3,1392.5,1465.4,1415.0,0.0,1403.0,1730.0,0.0,1826.0,-7.1,10.469,10.83,10.737,11.005
106830,0.0,100.0,100.0,0.0,100.0,1945.4,210.88,1959.02,197.73,-2.5,27.0,621.48,441.97,405.42,1403.0,592.88,6.0,5.5,5.7,0.0,0.0,0.0,6.1,5.0,6.6,3.1,1.5,2.9,0.0,0.0,2.3,-1.2,-2.2,0.7,220.0,1975.0,1979.74,252.0,251.74,2.5,1.5,2.0,1.5,2.0,1.5,2.0,1.5,2.0,1.5,2.0,0.0,0.0,2.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,2.54,-2.8,1964.7,1936.7,1405.9,1.0,2.4,1405.5,1406.0,0.0,0.0,1411.7,0.0,0.0,0.0,1404.6,1410.3,1392.8,1474.7,1415.0,0.0,1403.0,1731.0,0.0,1827.0,-7.21,10.469,10.85,10.737,11.005
106831,0.0,100.0,100.0,0.0,100.0,1941.08,209.95,1961.0,198.63,-2.5,27.0,621.34,441.97,405.42,1403.0,592.93,5.0,6.4,4.2,0.0,0.0,0.0,6.1,5.0,6.6,2.8,0.0,2.0,0.0,1.2,2.3,10.2,6.5,9.8,220.0,1975.0,1979.03,252.0,251.74,2.5,1.5,2.0,1.5,2.0,1.5,2.0,1.5,2.0,1.5,2.0,0.0,0.0,2.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,2.59,-2.8,1662.5,1936.7,1406.3,1.6,2.4,1406.0,1405.5,0.0,0.0,1411.7,0.0,0.0,0.0,1404.6,1410.3,571.8,1474.7,1415.0,0.0,1403.0,1732.0,0.0,1828.0,-7.21,10.469,10.87,10.737,11.005
106832,0.0,100.0,100.0,0.0,100.0,1942.67,210.8,1963.05,198.63,-2.5,27.0,621.35,441.97,405.42,1403.0,592.93,5.1,6.4,5.6,0.0,0.0,0.0,5.2,4.5,6.6,3.8,0.0,2.3,0.0,1.2,1.7,10.2,6.5,9.8,220.0,1975.0,1977.6,252.0,251.89,2.5,1.5,2.0,1.5,2.0,1.5,2.0,1.5,2.0,1.5,2.0,0.0,0.0,2.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,2.73,-2.79,1662.5,1936.7,1406.3,1.6,2.3,1406.0,1406.5,0.0,0.0,1411.7,0.0,0.0,0.0,1404.6,1410.3,587.2,1465.4,1415.0,0.0,1403.0,1733.0,0.0,1829.0,-6.01,10.469,10.88,10.737,11.005
106833,0.0,100.0,100.0,0.0,100.0,1942.67,210.8,1963.05,197.62,-2.5,27.0,621.39,441.97,405.42,1403.0,593.01,6.0,6.8,6.4,0.0,0.0,0.0,4.9,3.4,6.6,3.8,0.0,2.3,0.0,0.0,0.7,1.1,0.4,2.2,220.0,1975.0,1977.96,252.0,251.89,2.5,1.5,2.0,1.5,2.0,1.5,2.0,1.5,2.0,1.5,2.0,0.0,0.0,2.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,2.73,-2.79,1665.5,1936.7,1406.2,2.0,2.3,1405.3,1406.5,0.0,0.0,1411.7,0.0,0.0,0.0,1404.6,1410.3,607.1,1474.5,1415.0,0.0,1403.0,1734.0,0.0,1830.0,-6.19,10.469,10.9,10.737,11.005
106834,0.0,100.0,100.0,0.0,100.0,1944.25,211.13,1961.86,197.92,-2.5,27.0,621.39,441.97,403.38,1403.0,593.15,6.0,6.8,6.4,0.0,0.0,0.0,4.5,3.7,7.7,0.0,2.2,1.0,0.0,0.0,1.3,0.1,0.1,0.4,220.0,1975.0,1977.96,252.0,251.72,2.5,1.5,2.0,1.5,2.0,1.5,2.0,1.5,2.0,1.5,2.0,0.0,0.0,2.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,2.74,-2.82,1938.8,1936.7,1405.7,2.0,2.5,1405.2,1406.0,0.0,0.0,1411.7,0.0,0.0,0.0,1404.6,1410.3,607.1,1474.5,1415.0,0.0,1403.0,1735.0,0.0,1831.0,-6.4,10.469,10.88,10.737,11.005
106835,0.0,100.0,100.0,0.0,100.0,1944.25,211.09,1962.99,197.92,-2.5,27.0,621.49,441.97,406.44,1403.0,593.15,6.0,5.5,4.4,0.0,0.0,0.0,4.2,3.7,7.7,2.5,0.0,1.3,0.0,0.0,0.0,0.4,0.1,0.4,220.0,1975.0,1977.25,252.0,250.85,2.5,1.5,2.0,1.5,2.0,1.5,2.0,1.5,2.0,1.5,2.0,0.0,0.0,2.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,2.7,-2.82,1991.0,1936.7,1405.7,1.6,2.5,1406.2,1406.5,0.0,0.0,1411.7,0.0,0.0,0.0,1404.6,1410.3,587.8,1466.7,1415.0,0.0,1403.0,1736.0,0.0,1832.0,-6.59,10.469,10.86,10.737,11.005
106836,0.0,100.0,100.0,0.0,100.0,1942.5,210.85,1962.99,196.84,-2.5,27.0,621.49,441.97,406.44,1403.0,593.41,6.0,4.4,4.4,0.0,0.0,0.0,3.6,1.4,4.8,2.5,0.0,2.6,1.9,0.0,2.0,0.4,-0.2,0.1,220.0,1975.0,1979.38,252.0,250.47,2.5,1.5,2.0,1.5,2.0,1.5,2.0,1.5,2.0,1.5,2.0,0.0,0.0,2.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,2.7,-2.69,1991.0,1936.7,1405.9,1.6,1.2,1406.5,1406.5,0.0,0.0,1411.7,0.0,0.0,0.0,1404.6,1410.3,688.8,1474.8,1415.0,0.0,1403.0,1737.0,0.0,1833.0,-6.59,10.469,10.83,10.737,11.005
106837,0.0,100.0,100.0,0.0,100.0,1942.5,210.89,1959.61,197.57,-2.5,27.0,621.37,441.97,405.42,1403.0,593.41,6.8,4.4,4.1,0.0,0.0,0.0,4.5,5.5,7.3,3.8,4.4,2.6,1.9,0.0,2.0,0.9,0.4,0.7,220.0,1975.0,1979.38,252.0,250.5,2.5,1.5,2.0,1.5,2.0,1.5,2.0,1.5,2.0,1.5,2.0,0.0,0.0,2.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,2.7,-2.88,1378.0,1936.7,1406.3,1.6,1.1,1407.4,1407.1,0.0,0.0,1411.7,0.0,0.0,0.0,1404.6,1410.3,713.1,1474.8,1415.0,0.0,1403.0,1738.0,0.0,1834.0,-6.61,10.469,10.83,10.737,11.005
106838,0.0,100.0,100.0,0.0,100.0,1942.08,210.89,1960.05,197.57,-2.5,27.0,621.3,441.97,405.42,1403.0,593.23,6.8,4.1,3.9,0.0,0.0,0.0,5.6,5.5,7.3,3.8,4.4,2.3,-1.5,0.9,0.1,3.7,0.7,1.3,220.0,1975.0,1976.89,252.0,250.95,2.5,1.5,2.0,1.5,2.0,1.5,2.0,1.5,2.0,1.5,2.0,0.0,0.0,2.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,2.7,-2.88,2142.3,1938.4,1406.3,1.6,0.9,1407.4,1407.1,0.0,0.0,1411.7,0.0,0.0,0.0,1404.6,1410.3,713.1,1466.1,1415.0,0.0,1403.0,1739.0,0.0,1835.0,-6.61,10.469,10.87,10.737,11.005
106839,0.0,100.0,100.0,0.0,100.0,1943.45,211.36,1960.05,197.57,-2.5,27.0,621.56,441.97,404.4,1403.0,593.07,5.9,4.1,3.9,0.0,0.0,0.0,5.6,3.7,6.8,2.8,1.9,1.7,0.0,0.0,1.0,3.7,0.7,1.3,220.0,1975.0,1978.67,252.0,251.2,2.5,1.5,2.0,1.5,2.0,1.5,2.0,1.5,2.0,1.5,2.0,0.0,0.0,2.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,2.83,-2.9,2158.0,1938.4,1405.9,1.5,0.9,1406.5,1405.5,0.0,0.0,1411.7,0.0,0.0,0.0,1404.6,1410.3,722.9,1465.7,1415.0,0.0,1403.0,1740.0,0.0,1836.0,-6.32,10.469,10.86,10.737,11.005
106840,0.0,100.0,100.0,0.0,100.0,1943.45,209.55,1962.57,197.58,-2.5,27.0,621.56,441.97,406.44,1403.0,593.15,7.7,4.1,4.6,0.0,0.0,0.0,5.4,4.6,6.6,5.0,2.8,3.6,0.0,0.0,1.0,1.1,0.4,1.1,220.0,1975.0,1979.38,252.0,251.2,2.5,1.5,2.0,1.5,2.0,1.5,2.0,1.5,2.0,1.5,2.0,0.0,0.0,2.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,2.6,-2.9,2158.0,1938.4,1405.6,1.5,1.1,1406.5,1405.9,0.0,0.0,1411.7,0.0,0.0,0.0,1404.6,1410.3,722.9,1475.0,1415.0,0.0,1403.0,1741.0,0.0,1838.0,-6.87,10.469,10.85,10.737,11.005
106841,0.0,100.0,100.0,0.0,100.0,1940.49,211.1,1962.57,197.58,-2.5,27.0,621.5,441.97,406.44,1403.0,593.12,7.7,5.3,5.4,0.0,0.0,0.0,5.8,6.1,7.7,5.0,2.8,3.6,0.0,0.0,0.0,0.4,-1.2,0.1,220.0,1975.0,1980.45,252.0,250.93,2.5,1.5,2.0,1.5,2.0,1.5,2.0,1.5,2.0,1.5,2.0,0.0,0.0,2.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,2.54,-2.82,1991.9,1936.7,1405.9,1.5,1.8,1405.9,1406.7,0.0,0.0,1411.7,0.0,0.0,0.0,1404.6,1410.3,1392.8,1475.0,1415.0,0.0,1403.0,1742.0,0.0,1839.0,-6.87,10.469,10.78,10.737,11.005
106842,0.0,100.0,100.0,0.0,100.0,1943.71,211.1,1960.17,196.91,-2.5,27.0,621.35,441.97,405.42,1403.0,593.12,6.4,5.3,5.4,0.0,0.0,0.0,5.8,6.1,7.7,2.5,1.2,2.0,0.0,0.0,2.0,0.4,-0.5,0.1,220.0,1975.0,1980.45,252.0,250.7,2.5,1.5,2.0,1.5,2.0,1.5,2.0,1.5,2.0,1.5,2.0,0.0,0.0,2.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,2.54,-2.82,1996.5,1936.7,1405.9,1.5,1.8,1406.3,1407.1,0.0,0.0,1411.7,0.0,0.0,0.0,1404.6,1410.3,669.0,1465.8,1415.0,0.0,1403.0,1743.0,0.0,1840.0,0.01,10.469,10.8,10.737,11.005
106843,0.0,100.0,100.0,0.0,100.0,1944.57,210.63,1961.36,196.62,-2.5,27.0,621.32,441.97,405.93,1403.0,593.21,6.4,4.6,4.1,0.0,0.0,0.0,5.6,5.0,7.5,0.0,1.2,0.0,0.0,0.0,2.0,14.5,7.4,11.7,220.0,250.0,1980.45,252.0,250.7,2.5,1.5,2.0,1.5,2.0,1.5,2.0,1.5,2.0,1.5,2.0,0.0,0.0,2.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,2.45,-2.71,1996.5,1936.7,1405.7,1.5,1.2,1406.3,1407.1,0.0,0.0,1411.7,0.0,0.0,0.0,1404.6,1410.3,669.0,1465.2,1415.0,0.0,1403.0,1744.0,0.0,1841.0,0.01,10.469,10.79,10.737,11.005
106844,0.0,100.0,100.0,0.0,100.0,1944.57,211.58,1961.36,197.41,-2.5,27.0,621.32,441.97,406.94,1403.0,593.21,6.9,4.8,5.0,0.0,0.0,0.0,3.6,1.4,6.4,2.2,3.1,3.2,0.0,0.0,2.0,13.0,8.4,11.7,220.0,1975.0,1980.09,250.0,250.23,2.5,1.5,2.0,1.5,2.0,1.5,2.0,1.5,2.0,1.5,2.0,0.0,0.0,2.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,2.75,-2.74,1995.7,1938.4,1405.6,1.6,1.2,1406.5,1406.1,0.0,0.0,1411.7,0.0,0.0,0.0,1404.6,1410.3,1391.9,1464.8,1415.0,0.0,1403.0,1745.0,0.0,1842.0,-6.27,10.469,10.81,10.737,11.005
106845,0.0,100.0,100.0,0.0,100.0,1943.86,211.58,1952.62,197.41,-2.5,27.0,621.28,441.97,406.44,1403.0,593.31,6.9,4.8,5.0,0.0,0.0,0.0,5.6,6.3,8.1,3.4,3.1,3.2,1.9,0.0,2.0,13.0,8.4,11.7,220.0,1975.0,1981.16,250.0,250.23,2.5,1.5,2.0,1.5,2.0,1.5,2.0,1.5,2.0,1.5,2.0,0.0,0.0,2.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,2.75,-2.74,1993.2,1938.4,1405.9,1.8,1.7,1406.5,1405.5,0.0,0.0,1411.7,0.0,0.0,0.0,1404.6,1410.3,588.1,1464.8,1415.0,0.0,1403.0,1746.0,0.0,1843.0,-7.03,10.469,10.83,10.737,11.005
106846,0.0,100.0,100.0,0.0,100.0,1943.86,209.52,1961.65,197.85,-2.5,27.0,621.28,441.97,405.42,1403.0,593.31,6.4,4.4,4.4,0.0,0.0,0.0,5.6,6.3,8.1,3.4,0.0,2.6,1.9,3.4,2.0,13.0,8.4,11.7,220.0,1975.0,1981.16,250.0,250.21,2.5,1.5,2.0,1.5,2.0,1.5,2.0,1.5,2.0,1.5,2.0,0.0,0.0,2.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,2.75,-2.74,1937.2,1938.4,1405.9,1.8,1.7,1406.3,1405.5,0.0,0.0,1411.7,0.0,0.0,0.0,1404.6,1410.3,640.2,1474.2,1415.0,0.0,1403.0,1747.0,0.0,1844.0,-7.03,10.469,10.83,10.737,11.005
106847,0.0,100.0,100.0,0.0,100.0,1942.85,210.83,1961.65,197.85,-2.5,27.0,621.28,441.97,405.42,1403.0,592.97,6.4,4.4,4.4,0.0,0.0,0.0,5.2,3.0,6.3,2.5,1.5,2.6,0.0,3.4,0.0,0.7,0.4,1.3,220.0,1975.0,1977.09,250.0,251.86,2.5,1.5,2.0,1.5,2.0,1.5,2.0,1.5,2.0,1.5,2.0,0.0,0.0,2.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,2.7,-2.42,1971.9,1938.4,1405.7,1.6,1.4,1406.5,1406.3,0.0,0.0,1411.7,0.0,0.0,0.0,1404.6,1410.3,640.2,1474.2,1415.0,0.0,1403.0,1748.0,0.0,1845.0,-6.09,10.469,10.78,10.737,11.005
106848,0.0,100.0,100.0,0.0,100.0,1943.47,210.83,1960.52,197.54,-2.5,27.0,621.28,441.97,405.42,1403.0,593.19,7.7,6.0,5.7,0.0,0.0,0.0,4.5,3.9,7.5,1.2,1.5,2.3,0.0,0.0,1.7,0.7,-4.4,-2.2,220.0,1975.0,1976.38,251.0,252.35,2.5,1.5,2.0,1.5,2.0,1.5,2.0,1.5,2.0,1.5,2.0,0.0,0.0,2.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,2.72,-2.51,1996.4,1938.4,1405.7,1.8,1.2,1406.5,1406.3,0.0,0.0,1411.7,0.0,0.0,0.0,1404.6,1410.3,815.3,1466.4,1415.0,0.0,1403.0,1749.0,0.0,1846.0,-6.09,10.469,10.91,10.737,11.005
106849,0.0,100.0,100.0,0.0,100.0,1943.47,210.72,1957.74,196.51,-2.5,27.0,621.28,441.97,406.44,1403.0,593.19,7.7,6.0,5.7,0.0,0.0,0.0,4.5,3.9,7.5,0.0,0.0,2.3,0.0,1.2,1.7,-0.8,-2.5,-1.2,220.0,1975.0,1976.74,251.0,252.35,2.5,1.5,2.0,1.5,2.0,1.5,2.0,1.5,2.0,1.5,2.0,0.0,0.0,2.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,2.72,-2.51,1996.4,1938.4,1405.3,1.8,1.4,1406.2,1406.3,0.0,0.0,1411.7,0.0,0.0,0.0,1404.6,1410.3,815.3,1465.1,1415.0,0.0,1403.0,1750.0,0.0,1847.0,0.01,10.469,10.97,10.737,11.005
106850,0.0,100.0,100.0,0.0,100.0,1943.19,211.56,1959.87,196.96,-2.5,27.0,621.31,441.97,405.42,1403.0,593.0,5.5,4.8,4.1,0.0,0.0,0.0,6.1,6.1,7.3,0.0,0.0,0.0,0.0,1.2,1.3,12.1,9.3,10.2,220.0,1975.0,1976.74,251.0,252.32,2.5,1.5,2.0,1.5,2.0,1.5,2.0,1.5,2.0,1.5,2.0,0.0,0.0,2.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,2.72,-2.51,2047.6,1938.4,1405.7,1.7,1.5,1406.2,1406.4,0.0,0.0,1411.7,0.0,0.0,0.0,1404.6,1410.3,1395.2,1465.1,1415.0,0.0,1403.0,1751.0,0.0,1848.0,0.01,10.469,10.93,10.737,11.005
106851,0.0,100.0,100.0,0.0,100.0,1944.85,211.56,1959.87,197.29,-2.5,27.0,621.34,441.97,405.42,1403.0,593.07,5.5,5.9,4.6,0.0,0.0,0.0,6.1,6.1,7.3,2.8,0.0,1.7,0.0,0.0,2.0,12.1,9.3,10.2,220.0,1975.0,1977.45,251.0,252.06,2.5,1.5,2.0,1.5,2.0,1.5,2.0,1.5,2.0,1.5,2.0,0.0,0.0,2.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,2.67,-2.42,2047.6,1938.4,1406.5,1.7,1.5,1406.8,1406.6,0.0,0.0,1411.7,0.0,0.0,0.0,1404.6,1410.3,1393.7,1464.9,1415.0,0.0,1403.0,1752.0,0.0,1849.0,-5.87,10.469,10.92,10.737,11.005
106852,0.0,100.0,100.0,0.0,100.0,1944.85,209.52,1963.28,198.5,-2.5,27.0,621.34,441.97,406.44,1403.0,593.07,5.5,5.9,4.8,0.0,0.0,0.0,4.5,3.9,5.4,2.8,2.2,3.2,0.0,1.5,2.0,1.3,2.2,0.9,220.0,1975.0,1977.45,251.0,252.36,2.5,1.5,2.0,1.5,2.0,1.5,2.0,1.5,2.0,1.5,2.0,0.0,0.0,2.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,2.53,-2.44,1994.9,1936.7,1406.5,1.9,1.5,1406.8,1406.6,0.0,0.0,1411.7,0.0,0.0,0.0,1404.6,1410.3,623.4,1473.4,1415.0,0.0,1403.0,1753.0,0.0,1850.0,-7.98,10.469,10.91,10.737,11.005
106853,0.0,100.0,100.0,0.0,100.0,1942.92,210.77,1963.28,198.5,-2.5,27.0,621.43,441.97,405.42,1403.0,593.28,6.2,4.4,4.8,0.0,0.0,0.0,4.9,3.9,7.0,2.8,2.2,3.2,0.0,1.5,1.0,1.3,1.8,0.9,220.0,1975.0,1977.45,251.0,252.36,2.5,1.5,2.0,1.5,2.0,1.5,2.0,1.5,2.0,1.5,2.0,0.0,0.0,2.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,2.8,-2.44,1994.9,1936.7,1406.0,1.9,1.5,1406.8,1406.0,0.0,0.0,1411.7,0.0,0.0,0.0,1404.6,1410.3,623.4,1473.4,1415.0,0.0,1403.0,1754.0,0.0,1851.0,-7.98,10.469,10.93,10.737,11.005
106854,0.0,100.0,100.0,0.0,100.0,1943.03,210.77,1960.43,198.32,-2.5,27.0,621.43,441.97,404.91,1403.0,593.28,6.8,5.1,5.1,0.0,0.0,0.0,4.9,3.9,8.1,0.0,1.5,1.7,0.9,0.0,1.0,1.3,1.8,0.9,220.0,1975.0,1977.09,251.0,252.19,2.5,1.5,2.0,1.5,2.0,1.5,2.0,1.5,2.0,1.5,2.0,0.0,0.0,2.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,2.8,-2.67,1973.5,1936.7,1406.6,1.8,1.4,1407.2,1406.1,0.0,0.0,1411.7,0.0,0.0,0.0,1404.6,1410.3,769.7,1465.4,1415.0,0.0,1403.0,1755.0,0.0,1852.0,-8.21,10.469,10.91,10.737,11.005
106855,0.0,100.0,100.0,0.0,100.0,1943.03,210.57,1962.72,197.56,-2.5,27.0,621.38,441.97,403.38,1403.0,593.18,6.8,5.1,5.1,0.0,0.0,0.0,5.1,4.8,8.1,1.9,1.2,2.3,0.0,1.2,0.7,2.2,0.9,0.7,220.0,1975.0,1976.38,251.0,252.64,2.5,1.5,2.0,1.5,2.0,1.5,2.0,1.5,2.0,1.5,2.0,0.0,0.0,2.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,2.68,-2.67,1811.2,1936.7,1406.6,1.7,1.8,1407.2,1406.2,0.0,0.0,1411.7,0.0,0.0,0.0,1404.6,1410.3,769.7,1464.3,1415.0,0.0,1403.0,1756.0,0.0,1853.0,-8.21,10.469,10.9,10.737,11.005
106856,0.0,100.0,100.0,0.0,100.0,1942.55,211.39,1962.72,197.87,-2.5,27.0,621.38,441.97,405.42,1403.0,593.18,6.6,4.8,5.0,0.0,0.0,0.0,5.2,4.8,7.3,1.9,2.8,2.3,0.0,1.2,0.0,4.1,3.7,3.7,220.0,1975.0,1976.03,251.0,252.94,2.5,1.5,2.0,1.5,2.0,1.5,2.0,1.5,2.0,1.5,2.0,0.0,0.0,2.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,2.69,-2.43,1811.2,1936.7,1406.2,2.2,1.8,1407.4,1406.5,0.0,0.0,1411.7,0.0,0.0,0.0,1404.6,1410.3,623.9,1465.9,1415.0,0.0,1403.0,1757.0,0.0,1854.0,-7.78,10.469,10.89,10.737,11.005
